fips,population
42089,170271
42091,830915
42093,18230
42095,305285
42097,90843
42099,46272
42101,1584064
42103,55809
42105,16526
42107,141359
42109,40372
42111,73447
42115,40328
42117,40591
42119,44923
42121,50668
42123,39191
42125,206865
42127,51361
42129,348899
42133,449058
NA,NA
44001,48479
44003,164292
44005,82082
44007,638931
NA,NA
44009,125577
45001,24527
45003,170872
45007,202558
45011,20866
45013,192122
45015,227907
45017,14553
45019,411406
45023,32244
45025,45650
45027,33745
45029,37677
45031,66618
45033,30479
45035,162809
45037,27260
45039,22347
45041,138293
45043,62680
45045,523542
45047,70811
45051,354081
45053,30073
45055,66551
45057,98012
45059,67493
45061,16828
45063,298750
45067,30657
45069,26118
45071,38440
45073,79546
45075,86175
45077,126884
45079,415759
45081,20473
45083,319785
45085,106721
45087,27316
45089,30368
45091,280979
46003,2751
46005,18453
46009,6901
46011,35077
46013,38839
46019,10429
46023,9292
46025,3736
46027,14070
46029,28009
46035,19775
46039,4351
46047,6713
46049,2299
46057,6164
46065,17526
46067,7291
46081,25844
46083,61128
46085,3781
46091,4935
46087,5586
46093,28332
46099,193134
46103,113775
46109,10394
46121,10177
46125,8384
46127,15932
NA,NA
46135,22814
47001,76978
47003,49713
47005,16160
47007,15064
47009,133088
47011,108110
47013,39842
47015,14678
47017,27767
47019,56391
47021,40667
47023,17297
47025,31959
47029,36004
47031,56520
47035,60520
47037,694144
47041,20490
47043,53948
47045,37159
47047,41133
47049,18523
47051,42208
47053,49133
47055,29464
47059,69069
47061,13427
47063,64934
47065,367804
47069,25050
47071,25652
47073,56786
47075,17304
47079,32345
47083,8201
47089,54495
47091,17788
47093,470313
47099,44142
47101,12268
47103,34366
47105,54068
47111,24602
47113,97984
47115,28907
47117,34375
47119,96387
47107,53794
47109,25694
47121,12422
47123,46545
47125,208993
47129,21403
47131,30069
47133,22241
47135,8076
47141,80245
47145,53382
47147,71813
47149,332285
47151,22068
47155,98250
47157,937166
47159,20157
47163,158348
47165,191283
47167,61599
47169,11284
47171,17883
47173,19972
NA,NA
47177,41277
47179,129375
47181,16673
47183,33328
47185,27345
47187,238412
47189,144657
48003,18705
48005,86715
48007,23510
48013,51153
48015,30032
48021,88723
48027,362924
48029,2003554
48031,11931
48037,93245
48039,374264
48041,229211
48049,37864
48051,18443
48053,48155
48055,43664
48057,21290
48061,423163
48067,30026
48069,7530
48071,43837
48073,52646
48085,1034730
48091,156209
48097,41257
48099,75951
48103,4797
48113,2635516
48115,12728
48123,20160
48117,18546
48121,887207
48133,18360
48135,166223
48141,839238
48139,184826
48143,42698
48145,17297
48147,35514
48149,25346
48157,811688
48159,10725
48165,21492
48167,342139
48181,136212
48183,123945
48185,28880
48187,166847
48189,33406
48191,2964
48199,57602
48201,4713325
48203,66553
48209,230191
48213,82737
48215,868707
48217,36649
48219,23021
48221,61643
48223,37084
48231,98594
48239,14760
48245,251565
48249,40482
48251,175817
48255,15601
48257,136154
48259,47431
48273,30680
48277,49859
48279,12893
48285,20154
48289,17404
48291,88219
48293,23437
48299,21795
48303,310569
48305,5951
48317,5771
48321,36643
48323,58722
48309,256623
48325,51584
48329,176832
48331,24823
48337,19818
48339,607391
48341,20940
48343,12388
48347,65204
48349,50113
48355,362294
48359,2112
48361,83396
48367,142878
48373,51353
48375,117415
48381,137713
48395,17074
48397,104915
48401,54406
48407,28859
48409,66730
48419,25274
48423,232751
48427,64633
48437,7397
48439,2102515
48441,138034
48445,12337
48451,119200
48453,1273954
48459,41753
48463,26741
48465,49025
48467,56590
48469,92084
48471,72971
48473,55246
48477,35882
48479,276652
48481,41556
48485,132230
48489,21358
48491,590551
48493,51070
48497,69984
48501,8713
48503,18010
49003,56046
49005,128289
49011,355481
49017,5051
49021,54839
49029,12124
49035,1160437
49037,15308
49043,42145
49045,72259
49047,35734
NA,NA
49049,636235
49051,34091
49053,177556
49057,260213
50001,36777
50003,35470
50005,29993
50007,163774
50011,49402
50015,25362
50017,28892
50019,27037
50021,58191
NA,NA
50023,58409
50025,42222
50027,55062
NA,NA
51001,32316
51003,109330
51510,159428
51005,14860
51007,13145
51009,31605
51013,236842
51019,78997
51023,33419
51520,16762
51036,6963
51540,47266
51550,244835
51041,352802
51047,52605
51590,40044
51059,1147532
51600,24019
51061,71222
51065,27270
51067,56042
51069,89313
51630,29036
51640,6347
51073,37348
51075,23753
51079,19819
51081,11336
51083,33911
51650,134510
51085,107766
51660,53016
51087,330818
51089,50557
51670,22529
51093,37109
51095,76523
51099,26836
51101,17148
51103,10603
51105,23423
51107,413538
51109,37591
51680,82168
51113,13261
51685,17478
51683,41085
51115,8834
51117,30587
51121,98535
51125,14930
51127,23091
51700,179225
51710,242742
51131,11710
51133,12095
51135,15232
51137,37051
51730,31346
51143,60354
51735,12271
51740,94398
51145,29652
51147,22802
51149,38353
51153,470335
51750,18249
51760,230436
51161,94186
51770,99143
51163,22573
51165,81948
51171,43616
51173,30104
51175,17631
51177,136215
51179,152882
51800,92108
51185,40595
51810,449974
51187,40164
51191,53740
51830,14954
51840,28078
51197,28684
51199,68280
53001,19983
53005,204390
53007,77200
53009,77331
53011,488241
53013,3985
53015,110593
53017,43429
53019,7627
53021,95222
53025,97733
53027,75061
53029,85141
53031,32221
53033,2252782
53035,271473
53037,47935
53039,22425
53041,80707
53043,10939
53045,66768
53047,42243
53053,904980
53055,17582
53057,129205
53059,12083
53061,822083
53063,522798
53065,45723
53067,290536
53071,60760
53073,229247
53075,50104
53077,250873
54003,119171
54011,91945
54025,34662
54029,28810
54033,67256
54035,28576
54037,57146
54039,178124
54045,32019
54049,56072
54051,30531
54053,26516
54055,58758
54061,105612
54065,17884
54069,41411
54073,7460
54077,33432
54079,56450
54081,73361
54083,28695
54087,13688
54093,6839
54097,24176
54103,15065
54105,5821
54107,83518
55007,15036
55009,264542
55015,50089
55017,64658
55019,34774
55021,57532
55025,546695
55027,87839
55029,27668
55031,43150
55033,45368
55035,104646
55039,103403
55043,51439
55045,36960
55049,23678
55051,5687
55053,20643
55055,84769
55057,26687
55059,169561
55063,118016
55073,135692
55075,40350
55077,15574
55079,945726
55081,46253
55085,35595
55087,187885
55089,89221
55093,42754
55097,70772
55101,196311
55103,17252
55105,163354
55111,64442
55117,115340
55109,90687
55125,22195
55127,103868
55131,136034
55133,404198
55135,50990
55139,171907
55141,72999
56001,38880
56005,46341
56007,14800
56009,13822
56013,39261
56015,13211
56017,4413
56019,8445
56021,99500
56025,79858
56029,29194
56033,30485
56035,9831
56037,42343
56039,23464
56043,7805
01001,55869
01003,223234
01007,22394
01009,57826
01011,10101
01013,19448
01015,113605
01017,33254
01019,26196
01021,44428
01023,12589
01027,13235
01029,14910
01033,55241
01037,10663
01039,37049
01041,13772
01043,83768
01047,37196
01049,71513
01051,81209
01053,36633
01055,102268
01057,16302
01059,31362
01063,8111
01065,14651
01069,105882
01071,51626
01073,658573
01075,13805
01077,92729
01079,32924
01081,164542
01083,98915
01085,9726
01087,18068
01089,372909
01091,18863
01093,29709
01095,96774
01097,413210
01099,20733
01101,226486
01103,119679
01107,19930
01109,33114
01111,22722
01113,57961
01117,217702
01115,89512
01119,12427
01121,79978
01123,40367
01125,209355
01127,63521
01129,16326
01131,10373
01133,23629
02020,288000
02090,96849
02110,31974
02122,58708
02130,13901
02170,108317
04001,71887
04003,125922
04005,143476
04007,54018
04009,38837
04011,9498
04012,21108
04013,4485414
04015,212181
04017,110924
04019,1047279
04021,462789
04023,46498
04025,235099
04027,213787
05001,17486
05003,19657
05005,41932
05007,279141
05009,37432
05011,10763
05017,10118
05019,22320
05023,24919
05025,7956
05027,23457
05029,20846
05031,110332
05033,63257
05035,47955
05037,16419
05041,11361
05043,18219
05045,126007
05051,99386
05053,18265
05055,45325
05057,21532
05059,33771
05061,13202
05063,37825
05069,66824
05071,26578
05075,16406
05079,13024
05085,73309
05091,43257
05099,8252
05101,7753
05105,10455
05109,10718
05111,23528
05113,19964
05115,64072
05119,391911
05121,17958
05125,122437
05127,10281
05129,7881
05131,127827
05133,17007
05123,24994
05137,12506
05139,38682
NA,NA
05141,16545
05143,239187
05145,78753
05147,6320
06001,1671329
06003,1129
06005,39752
06007,219186
06009,45905
06011,21547
06013,1153526
06017,192843
06019,999101
06021,28393
06023,135558
06025,181215
06027,18039
06029,900202
06031,152940
06037,10039107
06039,157327
06041,258826
06045,86749
06047,277680
06051,14444
06053,434061
06055,137744
06057,99755
06059,3175692
06061,398329
06063,18807
06065,2470546
06067,1552058
06069,62808
06071,2180085
06073,3338330
06075,881549
06077,762148
06079,283111
06081,766573
06083,446499
06085,1927852
06087,273213
06089,180080
06093,43539
06095,447643
06097,494336
06099,550660
06101,96971
06107,466195
06109,54478
NA,NA
06111,846006
06113,220500
06115,78668
08001,517421
08003,16233
08005,656590
08007,14029
08009,3581
08013,326196
08014,70465
08015,20356
08019,9700
08023,3887
08025,6061
08029,31162
08031,727211
08035,351154
08037,55127
08041,720403
08039,26729
08043,47839
08045,60061
08049,15734
08051,17462
08053,820
08055,6897
08059,582881
08063,7097
08067,56221
08065,8127
08069,356899
08073,5701
08075,22409
08077,154210
08079,769
08081,13283
08083,26183
08085,42758
08087,29068
08089,18278
08093,18845
08095,4265
08097,17767
08101,168424
08105,11267
08107,25638
08109,6824
08113,8179
08117,31011
08119,25388
NA,NA
08121,4908
08123,324492
08125,10019
09001,943332
09003,891720
09005,180333
09007,162436
09009,854757
09011,265206
09013,150721
NA,NA
09015,116782
10001,180786
10003,558753
10005,234225
11001,705749
12001,269043
12003,29210
12005,174705
12007,28201
12009,601942
12011,1952778
12013,14105
12015,188910
12017,149657
12019,219252
12021,384902
12023,71686
12027,38001
12031,957755
12033,318316
12035,115081
12039,45660
12043,13811
12051,42022
12053,193920
12055,106221
12057,1471968
12059,19617
12061,159923
12063,46414
12069,367118
12071,770577
12073,293582
12075,41503
12081,403253
12083,365579
12085,161000
12086,2716940
12087,74228
12089,88625
12091,210738
12095,1393452
12097,375751
12099,1496770
12101,553947
12103,974996
12105,724777
12107,74521
12113,184313
12115,433742
12117,471826
12109,264672
12111,328297
12119,132420
12121,44417
12125,15237
NA,NA
12127,553284
12129,33739
12131,74071
12133,25473
13001,18386
13005,11164
13007,3038
13009,44890
13011,19234
13013,83240
13015,107738
13017,16700
13019,19397
13021,153159
13023,12873
13027,15457
13029,39627
13031,79608
13033,22383
13035,24936
13037,6189
13039,54666
13043,10803
13045,119992
13047,67580
13049,13392
13051,289430
13053,10907
13055,24789
13057,258773
13059,128331
13061,2834
13063,292256
13065,6618
13067,760141
13069,43273
13071,45600
13073,156714
13075,17270
13077,148509
13081,22372
13083,16116
13085,26108
13089,759297
13087,26404
13091,20605
13093,13390
13095,87956
13097,146343
13099,10190
13103,64296
13107,22646
13111,26188
13113,114421
13115,98498
13117,244252
13119,23349
13121,1063937
13123,31369
13127,85292
13129,57963
13131,24633
13133,18324
13135,936250
13137,45328
13139,204441
13143,29792
13145,35236
13147,26205
13149,11923
13151,234561
13153,157863
13155,9416
13157,72977
13159,14219
13161,15115
13163,15362
13165,8676
13167,9643
13169,28735
13171,19077
13175,47546
13177,29992
13179,61435
13181,7921
13183,19559
13185,117406
13187,33610
13193,12947
13195,29880
13189,21312
13191,14378
13199,21167
13201,5718
13205,21863
13207,27578
13211,19276
13213,40096
13215,195769
13217,111744
13219,40280
13221,15259
13223,168667
13225,27546
13227,32591
13229,19465
13231,18962
13233,42613
13235,11137
13241,17137
13243,6778
13245,202518
13247,90896
13249,5257
13251,13966
13253,8090
13255,66703
13257,25925
13259,6621
13261,29524
13263,6195
13267,25286
13269,8020
13273,8531
13275,44451
13277,40644
13279,26830
13285,69922
13287,7985
13289,8120
NA,NA
13293,26320
13295,69761
13297,94593
13299,35734
13301,5254
13303,20374
13307,2607
13309,7855
13311,30798
13313,104628
13315,8635
13317,9777
13319,8954
13321,20247
NA,NA
15001,201513
15003,974563
15007,72293
15009,167417
NA,NA
16001,481587
16003,4294
16005,87808
16011,46811
16013,23021
16017,45739
16019,119062
16025,1106
16027,229849
16031,24030
16037,4315
16039,27511
16043,13099
16045,18112
16049,16667
16051,29871
16053,24412
16055,165697
16063,5366
16065,39907
16067,21039
16069,40408
16073,11823
16075,23951
16081,12142
16083,86878
16085,11392
17001,65435
17005,16426
17011,32628
17015,14305
17019,209689
17021,32304
17023,15441
17027,37562
17031,5150233
17033,18667
17035,10766
17037,104897
17041,19465
17043,922921
17051,21336
17053,12961
17055,38469
17063,51054
17073,48913
17075,27114
17077,56750
17085,21235
17089,532403
17091,109862
17093,128990
17095,49699
17099,108669
17097,696535
17105,35648
17115,104009
17119,262966
17121,37205
17123,11438
17125,13359
17111,307774
17113,171517
17129,12196
17133,34637
17135,28414
17137,33658
17141,50643
17143,179179
17157,31782
17161,141879
17165,23491
17167,194672
17163,259686
17177,44498
17179,131803
NA,NA
17189,13887
17195,55175
17197,690743
17199,66597
17201,282572
17203,38459
18001,35777
18003,379299
18005,83779
18011,67843
18013,15092
18015,20257
18017,37689
18019,118302
18021,26225
18023,32399
18025,10577
18033,43475
18029,49458
18031,26559
18035,114135
18037,42736
18039,206341
18041,23102
18043,78522
18045,16346
18047,22758
18049,19974
18051,33659
18053,65769
18055,31922
18057,338011
18059,78168
18061,40515
18063,170311
18065,47972
18067,82544
18069,36520
18071,44231
18073,33562
18077,32308
18079,27735
18081,158167
18083,36594
18085,79456
18087,39614
18091,109888
18089,485493
18093,45370
18095,129569
18097,964582
18099,46258
18103,35516
18105,148431
18107,38338
18109,70489
18111,13984
18113,47744
18115,5875
18117,19646
18119,20799
18127,170389
18129,25427
18133,37576
18135,24665
18137,28324
18139,16581
18143,23873
18145,44729
18141,271826
18149,22995
18151,34594
18153,20669
18155,10751
18157,195732
18159,15148
NA,NA
18163,181451
18165,15498
18167,107038
18169,30996
18171,8265
18173,62998
18175,28036
18177,65884
18179,28296
18181,24102
18183,33964
19001,7152
19005,13687
19007,12426
19009,5496
19011,25645
19013,131228
19015,26234
19019,21175
19023,14439
19027,20165
19031,18627
19033,42450
19041,16016
19043,17549
19045,46429
19047,16820
19049,93453
19057,38967
19059,17258
19061,97311
19065,19650
19077,10689
19081,10630
19083,16846
19085,14049
19087,19954
19095,16184
19097,19439
19099,37185
19103,151140
19105,20681
19107,10246
19109,14813
19113,226706
19123,22095
19127,39369
19133,8615
19137,9917
19139,42664
19145,15107
19153,490161
19155,93206
19157,18504
19163,172943
19165,11454
19167,34855
19169,97117
19171,16854
19173,6121
19177,7044
19179,34969
19181,51466
19183,21965
19187,35904
19191,19991
19193,103107
19197,12562
20005,16073
20009,25779
20011,14534
20015,66911
20019,3250
20021,19939
20027,8002
20031,8179
20037,38818
20043,7600
20045,122259
20055,36467
20057,33619
20059,25544
20063,2636
20079,34429
20085,13171
20087,19043
20091,602401
20099,19618
20103,81758
20107,9703
20111,33195
20113,28542
20121,34237
20123,5979
20125,31829
20127,5620
20133,16007
20139,15949
20143,5704
20149,24383
20155,61998
20161,74232
20169,54224
20173,516042
20177,176875
20185,4156
20189,5485
20191,22836
20207,3138
20209,165429
21003,21315
21005,22747
21009,44249
21015,133581
21017,19788
21019,46718
21021,30060
21023,8303
21025,12630
21027,20477
21029,81676
21031,12879
21035,39001
21037,93584
21041,10631
21047,70461
21049,36263
21059,101511
21061,12150
21067,323152
21071,35589
21073,50991
21081,25069
21083,37266
21085,26427
21091,8722
21093,110958
21097,18886
21101,45210
21103,16126
21107,44686
21111,766757
21113,54115
21117,166998
21123,14398
21125,60813
21127,15317
21135,13275
21141,27102
21143,8210
21151,92987
21155,19273
21157,31100
21159,11195
21161,17070
21145,65418
21147,17231
21165,6489
21167,21933
21173,28157
21177,30622
21179,46233
21181,7269
21185,66799
21197,12359
21199,64979
21203,16695
21207,17923
21209,57004
21211,49024
21213,18572
21215,19351
21217,25769
21225,14381
NA,NA
21227,132896
21229,12095
21231,20333
21233,12942
21239,26734
22001,62045
22003,25627
22005,126604
22007,21891
22009,40144
22011,37497
22013,13241
22015,127039
22017,240204
22019,203436
22025,9494
22027,15670
22029,19259
22031,27463
22033,440059
22035,6861
22037,19135
22039,33395
22041,20015
22043,22389
22045,69830
22047,32511
22049,15744
22051,432493
22053,31368
22059,14892
22055,244390
22057,97614
22061,46742
22063,140789
22065,10951
22067,24874
22069,38158
22071,390144
22073,153279
22075,23197
22077,21730
22079,129648
22081,8442
22083,20122
22085,23884
22087,47244
22089,53100
22091,10132
22093,21096
22095,42837
22097,82124
22099,53431
